id,nome,latitude,longitude,tipo
3416,"CooperGarça",-22.1980999,-49.6678996,cooperativa
3417,"Cooperativa Maximundi ",-7.2216787,-48.1838244,cooperativa
3418,type,-19.5184653,-42.626664,comercio
3419,"Associação de Catadores de Reserva do Iguaçu",-25.84580909,-52.0279878,cooperativa
3420,"ARJ - Associação de Reciclagem do Municipio de Jaboticabal",-21.1849752,-48.276942,cooperativa
3421,type,-21.3638337,-48.2369071,comercio
3422,ACAMAR,-24.38847,-53.47914,cooperativa
3423,"Ferro Velho da Marginal",-24.1468971,-46.7252745,comercio
3424,"PEV - TODO DIA DIAS D´AVILA",-12.6104289,-38.3030559,pev
3425,type,-16.299015,-48.939177,comercio
3426,"Associação de Catadores de Aruanã",-14.92595952,-51.08007431,associacao
3427,type,-17.1405806,-49.9810433,comercio
3428,type,-23.5242001,-46.5601599,comercio
3429,"UTC Dores do Indaía",-19.4589572,-45.5987125,triagem
3430,"Lixo Papao",-23.669549,-46.70162,"lixo papao"
