id,nome,latitude,longitude,tipo
3007,type,-23.6174811,-46.9413111,cooperativa
3008,"Associação dos Catadores de Materiais Recicláveis de Guapiara",-24.2582749,-48.5959895,cooperativa
3009,"Coopereti - Cooperativa de Reciclagem de Tietê",-23.1227339,-47.7117288,cooperativa
3010,type,-23.719574,-46.604955,cooperativa
3011,"Coopervida - Coop. De Trabalho Vida Nova de Mogi Mirim",-22.432188,-46.958467,cooperativa
3012,"ITAURB - (Empresa Municipal )",-19.6197761,-43.2244867,cooperativa
3013,type,-22.9256623,-46.5369448,comercio
3014,"Aparas e Sucatas Adamantina",-21.6869442,-51.0959523,comercio
3015,"Comareb - Cooperativa de Materiais Recicláveis de Boituva",-23.3037953,-47.6043755,cooperativa
3016,type,-22.8926401,-43.2890464,pev
3017,type,-22.9578463,-43.3833322,pev
3018,CATAMS,-20.5500133,-54.6500086,associacao
3019,"Coop Barra",-22.9978353,-43.318273,cooperativa
3020,type,-19.925058,-43.936218,pev
3021,"Reciclagem JB",-30.1630544,-51.1483542,comercio
3022,"UTC Joaquim Felicio",-17.7594359,-44.1697031,triagem
3023,"COOPERATIVA VITÓRIA",-22.753174,-43.450987,cooperativa
3024,"Associação de Recicladores Barra Limpa ",-30.3114914,-51.3079396,cooperativa
3025,type,-23.751906,-46.6013711,pev
3026,"Jaime ",-25.1720385,-50.1308971,comercio
3027,"Reciclagem do Alexandre",-15.78762842,-47.98210144,comercio
3028,"COOPELIX - Cooperativa de Catadores de Lixo",-12.88259632,-38.4397459,cooperativa
3029,type,-24.24465589,-51.68226242,cooperativa
3030,"CooperUma - Cooperativa de Catadores de Umuarama",-23.73608,-53.24878,cooperativa
3031,"Centro de Triagem de Palmas",-26.4841511,-51.9914501,cooperativa
3032,"Associação dos Recicladores Rei do Pet",-25.0562047,-50.226609,associacao
3033,"COML. DE PEÇAS E FERROS WW LTDA.",-27.6289311,-54.3070139,comercio
3034,"ASCALP - Associação dos Catadores de Lagoa da Prata",-20.0322065,-45.5364139,cooperativa
3035,"Associação de Catadores de Materiais Recicláveis",-26.8500301,-52.9917788,associacao
3036,type,-29.786819,-55.766412,comercio
3037,type,-25.102393,-50.176208,comercio
3038,"Cooperj - Coop. de Trab. dos Recicladores de Jaguariuna",-22.67282782,-46.98045731,cooperativa
3039,"ACREJ I - Associação Ecológica dos Catadores Recicladores de Joinville",-26.300038,-48.8771151,cooperativa
3040,type,-30.068489,-51.213025,pev
3041,"ACLU - Associação dos Catadores de Piraju",-23.19421,-49.3846151,cooperativa
3042,type,-26.7603136,-49.1839676,comercio
3043,type,-22.5861659,-48.8013216,cooperativa
3044,type,-22.2191756,-51.3065815,comercio
3045,"Depósito Bom Preço",-23.92562076,-51.59377098,comercio
3046,"Sucatas Caçapava",-30.5094793,-53.4916877,comercio
3047,type,-25.6565838,-49.3069767,comercio
3048,type,-15.8102989,-48.10810089,pev
3049,"Associação dos Catadores de Itapevi",-23.5492651,-46.9331962,associacao
3050,type,-22.81934444,-42.89684772,comercio
3051,"Saluz Sucatas",-21.2795651,-47.3169807,comercio
3052,type,-21.77436582,-48.13290596,pev
3053,type,-25.331492,-49.220849,comercio
3054,type,-23.2660158,-51.1541966,cooperativa
3055,"Companhia Brasileira de Resíduos",-21.5187911,-48.3967599,comercio
3056,"UTC de Guiricema ",-21.0085017,-42.7186956,triagem
3057,"ASGUECOL - Associação dos Catadores e Recicladores Guerreiros da Ecologia",-30.53373149,-53.50205541,associacao
3058,"ACRAMA  Verde - Assoc dos Catadores Rec e Amigos do Meio Ambiente",-22.8539429,-42.5334396,cooperativa
3059,"Vandilene Lima Reciclagem",-27.693541,-49.336582,comercio
3060,"Depósito do Adilson",-17.51171422,-49.45701599,comercio
3061,"Grupo de catadores do Lixão ",-18.39101761,-49.27230835,cooperativa
3062,type,-30.049261,-51.214893,pev
3063,"COOMCAT - Cooperativa de catadores e recicladores de Santa Cruz do Sul",-29.76644773,-52.4514395,cooperativa
3064,"Everaldo Finke Me",-26.9515071,-49.0731208,comercio
3065,type,-23.9682873,-46.3836616,pev
3066,type,-22.9474409,-45.4089724,comercio
3067,type,-16.5944849,-49.3342279,cooperativa
3068,"UTC Tocantins",-21.1765596,-43.0273704,cooperativa
3069,"Coorbes - Cooperativa de Reciclagem Boa Esperança de Salto",-23.1638656,-47.2809931,cooperativa
3070,type,-16.6210266,-49.234972,cooperativa
3071,"Reciclagem São Judas Tadeu",-20.90635003,-48.64158154,comercio
3072,"Ferro Velho Ponto Certo",-16.6177487,-48.9540784,comercio
3073,type,-23.531589,-46.3682512,cooperativa
3074,type,-20.7532541,-49.3812514,comercio
3075,"Paty Reciclagem ",-20.2421996,-43.801092,comercio
3076,type,-24.0254516,-52.370926,comercio
3077,type,-17.73008861,-48.59716415,comercio
3078,"PEV - Posto Arco-Íris - Roseira",-22.89985754,-45.3023386,pev
3079,"Universo da Reciclagem Comércio Ltda",-19.7938839,-43.9417992,comercio
3080,type,-23.39650913,-51.12562131,comercio
3081,type,-22.9344014,-43.0087705,comercio
3082,"Cooperativa Recicla Caconde",-21.5280768,-46.6465788,cooperativa
3083,type,-27.077928,-48.9068515,comercio
3084,type,-2.5599064,-44.3371261,pev
3085,type,-19.873318,-43.953959,cooperativa
3086,"Coopersol - Cooperativa Regional Solidária de Catadores de Resíduos Sólidos",-20.2558258,-50.5515793,cooperativa
3087,"COOCAMREG - Cooperativa de Catadores de Materiais Recicláveis de Garibaldi",-29.275873,-51.53795958,cooperativa
3088,"Associação de Recicladores Ouro Verde",-29.1448562,-51.5218064,cooperativa
3089,"AARNO Associação do agentes recicladores de Nova Olinda",-7.0967813,-39.6806383,cooperativa
3090,"Euripedes ",-16.96820537,-49.22568083,comercio
3091,"ACMR - Associação dos Catadores de Materiais Recicláveis de Sete Lagoas",-19.4711744,-44.263332,cooperativa
3092,CooperNoP,-23.19363,-50.65042,cooperativa
3093,"Com. Suc . Osório",-29.8987512,-50.2473298,comercio
3094,type,-29.9043084,-50.2671244,comercio
3095,type,-29.1706063,-51.4814401,cooperativa
3096,"AMARE - Associação Machadense de Reciclagem de Resíduos Sólidos",-17.116667,-42.216667,cooperativa
3097,"Reciclação Queluz",-22.53346811,-44.757936,cooperativa
3098,"Cooperativa de Catadores de Hidrolândia ",-16.96773333,-49.23282623,associacao
3099,"Associação de Catadores de Recicláveis de Sacramento",-19.8611613,-47.4592936,cooperativa
3100,type,-23.671769,-46.622722,comercio
3101,type,-22.4319904,-46.9581558,comercio
3102,"ACR - Associação dos Catadores de Abatiá",-23.30119,-50.3354,cooperativa
3103,type,-25.4994183,-49.279463,cooperativa
3104,type,-25.5025183,-49.2098033,cooperativa
3105,type,-13.0034084,-38.4728852,cooperativa
3106,"Abelardi - Comércio de Sucatas",-21.4282407,-47.0159923,comercio
3107,COOPERSAN,-29.194493,-54.868334,cooperativa
3108,type,-21.25286,-50.645839,comercio
3109,"PEV - BIG ESTEIO CENTRO",-29.8389753,-51.1709324,pev
3110,"ASCAR - Associação dos Catadores de Material Reciclável de Raposos",-19.9660506,-43.8042429,cooperativa
3111,type,-19.5879735,-46.9315002,comercio
3112,"ONG Projeto Amigos do Meio Ambiente A.M.A",-17.7218183,-49.7910265,cooperativa
3113,"Gabinete Militar",-16.7135102,-49.3691673,pev
3114,type,-22.3498884,-47.3315965,comercio
3115,"Reciclagem do Thiago",-18.2356173,-43.6040571,comercio
3116,type,-22.7849632,-41.9373148,pev
3117,"Recicle ",-18.4603263,-50.4553633,comercio
3118,"Cooper Reciclar de Capivari",-22.978894,-47.470502,cooperativa
3119,"SUCATASUL - Filial",-29.7578252,-50.0376625,comercio
3120,"Ascamam - Associação dos Catadores de Mat. Rec. de Monte Alegre de Minas",-18.877459,-48.8816515,cooperativa
3121,type,-22.94140039,-45.46332479,comercio
3122,"RECICLAGEM AMATO",-23.0840893,-44.9610465,comercio
3123,type,-23.544336,-46.565229,pev
3124,type,-19.949812,-44.052802,cooperativa
3125,"Assoc. Simon Bolivar - ASB",-27.5836015,-49.5440614,cooperativa
3126,type,-18.9113046,-48.2621925,cooperativa
3127,REVICAMARE,-19.2223709,-40.8541955,cooperativa
3128,"Cooperativa Recicla Canedo ",-16.6904247,-49.1023145,cooperativa
3129,"Reciclagem São Lucas",-23.45983058,-52.05470773,cooperativa
3130,type,-9.1580502,-36.033401,comercio
3131,"Carrefour Anápolis",-16.33716918,-48.91691566,pev
3132,"PEV - NACIONAL S.GABRIEL-F. ABOTT",-30.34090783,-54.31809068,pev
3133,"Carolina Carvalho Andrade ME",-21.1440688,-44.2849588,comercio
3134,"Aparas Marília ",-21.9466186,-50.5267706,comercio
3135,"Posto de Coleta AES Sul",-29.7339048,-51.1550796,pev
3136,ACMRV,-25.04395727,-53.87424955,associacao
3137,type,-29.9194593,-51.2188784,cooperativa
3138,"Central de Cooperativas de Reciclagem de Resíduos Sólidos",-29.7043262,-53.817821,cooperativa
3139,"Cooperativa Esperança",-16.0923876,-47.9377155,cooperativa
3140,"Montanher e Carvalho Comércio de Reciclavéis LTDA- ME",-22.60273574,-48.78733277,comercio
3141,"Recijan Recicláveis",-15.4956398,-44.3625917,comercio
3142,"Recipet ",-17.84544698,-49.19471741,comercio
3143,type,-23.293558,-51.150288,comercio
3144,type,-25.3262341,-49.1564237,cooperativa
3145,type,-3.7128984,-38.5897147,comercio
3146,"Ferro Velho do Tonho",-23.9497702,-46.4599533,comercio
3147,"ASTRIFLORES - Associação dos Catadores e Triadores de Materiais Recicláveis de Florestal",-19.8866228,-44.4321323,cooperativa
3148,type,-23.4971767,-46.9079126,cooperativa
3149,type,-23.1324135,-47.2203067,comercio
3150,"Reciclagem do Seu João",-20.8801577,-48.8084297,comercio
3151,"Reciclagem Pitangueiras",-21.0238367,-48.2264401,comercio
3152,"Supermercado CUCA",-24.2241912,-46.8824746,pev
3153,type,-20.24739295,-50.55487633,comercio
3154,type,-26.2390368,-52.69399166,comercio
3155,"Rodrigues Sucatas",-22.3436438,-47.1600563,comercio
3156,type,-23.0454544,-51.4449832,comercio
3157,type,-22.38103169,-42.92088032,pev
3158,"JB Reciclagem",-21.4882068,-51.6998255,comercio
3159,"Recipar Reciclagem",-7.50541633,-46.03717804,comercio
3160,type,-29.7484297,-50.0188461,comercio
3161,"ASSESI - Associação dos Separadores de Materiais Recicláveis de Serranópolis do Iguaçu",-25.41514154,-54.05622352,cooperativa
3162,"PEV TENDA BONSUCESSO ",-23.431296,-46.405658,pev
3163,Juliplast,-25.76379576,-53.08916188,comercio
3164,type,-23.68156131,-46.76328421,pev
3165,COOARLAS,-28.0284377,-54.37113533,associacao
3166,COOPERMARAS,-20.5500133,-54.6500086,cooperativa
3167,"COOAAPB - Cooperativa dos Agentes Ambientais de Pato Branco",-26.2506095,-52.695017,cooperativa
3168,type,-27.2147216,-48.6332084,comercio
3169,type,-3.7171986,-38.5466134,pev
3170,type,-22.4293924,-46.9266506,comercio
3171,"Mersupel Recicláveis ",-13.0633667,-55.9210316,comercio
3172,type,-19.973636,-44.019104,pev
3173,type,-19.832338,-44.009333,pev
3174,"Comércio de Reciclagem de Loanda",-22.9197778,-53.1443044,comercio
3175,type,-22.8182354,-43.5959486,comercio
3176,"Associação dos Coletores de Goioerê",-24.192299,-53.037403,cooperativa
3177,"Associação Ecológica de Catadores de Materiais Recicláveis de São Sepé Mãos Dadas",-30.1741885,-53.5850543,associacao
3178,BRASFERRO,-15.77519781,-47.999053,cooperativa
3179,type,-27.6238871,-48.6352764,comercio
3180,"Reciclagem Pinheiros",-25.4743713,-49.5729728,comercio
3181,type,-2.5385328,-44.2212773,pev
3182,"Cooperativa de Coleta de Lixo São José",-23.1069661,-46.5201363,cooperativa
3183,type,-27.6273435,-52.2517082,comercio
3184,"Centronorte Soluções Ambientais",-24.1772169,-51.6970039,comercio
3185,"CLACIPEL COMERCIO DE MATERIAL RECILCADO LTDA ",-28.0713008,-52.0143414,comercio
3186,type,-15.5413683,-47.3438744,pev
3187,type,-23.6643498,-46.4495631,pev
3188,"ARESPE - Associação de Recicladores Esperança",-27.5892813,-48.6043647,associacao
3189,"Sucatas do Alemão",-26.822447,-49.0891732,comercio
3190,Corena,-21.8463916,-53.4770359,cooperativa
3191,"Munhoz Comércio de Materiais Recicláveis",-30.1658013,-53.572803,comercio
3192,type,-23.1752663,-49.3864709,comercio
3193,"ASCATI ",-19.6834024,-44.8926008,associacao
3194,type,-25.059,-50.17451,cooperativa
3195,"Sucatas Braga",-22.67658967,-46.9745779,comercio
3196,"Capital Reciclavéis",-15.623768,-47.656093,comercio
3197,type,-19.963281,-43.98479,cooperativa
3198,"Cooperativa de Reciclagem de Cachoeiras da Macacú",-22.4758527,-42.6576351,cooperativa
3199,"Reciclagem Balasso",-21.43057156,-51.45446777,comercio
3200,type,-21.2765354,-50.3473706,comercio
3201,type,-25.57639779,-48.56823658,comercio
3202,type,-19.821805,-43.994695,cooperativa
3203,"Associação Recicla Monte Alto",-21.26179,-48.4775336,cooperativa
3204,type,-22.52742,-44.137526,comercio
3205,"RECIITA - Ferro Velho Itacarambi",-15.0986343,-44.096307,comercio
3206,Reciforte,-26.9601291,-52.5379538,comercio
3207,type,-23.672039,-46.8428457,cooperativa
3208,"COOPER BELLA",-21.9239088,-42.6148834,cooperativa
3209,type,-22.88648,-43.265206,comercio
3210,"Associação Recicla Unaí - Arauna",-16.4544434,-46.8760242,comercio
3211,"COOPERU - Coop. R.A.de Res.Soli. e Mat. Rec de Uberaba",-19.7325981,-47.9776202,cooperativa
3212,"Spréa",-25.4455129,-49.4973615,comercio
3213,"Cooperativa de Trabalho dos Catadores de Materiais Recicláveis do Vale do São Patrício ",-15.30993274,-49.60267067,cooperativa
3214,type,-19.935185,-43.909717,comercio
3215,"LH Reciclagem Ambiental ",-8.3357941,-36.4245275,comercio
3216,"Associação Comunitária dos coletores de produtos recicláveis de Independência",-5.4001158,-40.3132828,cooperativa
3217,"Cotracil - Coop. de Trabalho Cidade Limpa de Marília",-22.2416203,-49.9382866,cooperativa
3218,"ASCAPABEL - Associação dos Catadores de Papel de F. Beltrão",-26.06075382,-53.04289341,cooperativa
3219,"Aparas São Jorge Ltda.",-24.506647,-50.416103,comercio
3220,type,-19.3936183,-54.5634964,cooperativa
3221,"Associação dos Catadores de Reciclavéis de Reginópolis",-21.88826142,-49.22767639,cooperativa
3222,type,-20.3643218,-40.3921538,comercio
3223,"CooperMauá",-23.90227,-51.19774,cooperativa
3224,"Tetra Pak Ltda",-25.1708339,-50.1091052,pev
3225,type,-15.82726912,-47.95051575,pev
3226,"ARPA- Associação Dos Recicladores de Paraíso do Tocantins",-10.16951633,-48.89194965,cooperativa
3227,type,-30.062716,-51.166084,comercio
3228,"POLETTI E CIA. LTDA",-29.491317,-51.99458,comercio
3229,"Centro de Triagem Municipal de Luís Antonio",-21.653875,-47.7984362,cooperativa
3230,"Reciclagem Pardal",-21.0169413,-49.4962997,comercio
3231,"CATADORES DE ESPERANÇA",-21.0435793,-40.8243562,cooperativa
3232,"COOPERPIRES - Coop Material reciclável de Ribeirão Pires",-23.6869244,-46.4266271,cooperativa
3233,"PEV - NACIONAL ALEGRETE-GEN. SAMPAIO",-29.7812867,-55.7927595,pev
3234,"Irmãos Magrin e Cia Ltda",-22.485655,-47.459578,comercio
3235,type,-15.809394,-48.071051,comercio
3236,type,-25.45721015,-50.63325489,cooperativa
3237,"Jaime Reciclagem",-25.8362836,-48.5398735,comercio
3238,"Junior Reciclagem",-19.9437298,-50.5406233,comercio
3239,"Praça T-25",-16.1441388,-47.9410061,pev
3240,type,-29.7017053,-53.8192432,pev
3241,type,-21.40479466,-50.09169102,comercio
3242,Arekplastico,-27.1816786,-51.5212836,associacao
3243,type,-29.726259,-51.1557979,cooperativa
3244,type,-23.4925235,-46.8799356,pev
3245,type,-22.235169,-43.1028898,pev
3246,type,-22.7471261,-41.8805725,pev
3247,"ASSOCIAÇÃO DE CATADORES DE MATERIAIS RECICLÁVEIS UNIDOS POR JANAÚBA-ASCAJ",-15.99251,-43.4106518,cooperativa
3248,"Mi Ferro Velho",-22.5486043,-47.389726,comercio
3249,type,-22.7972546,-43.1858735,comercio
3250,type,-23.9487869,-46.3306697,pev
3251,type,-10.9554503,-37.0535761,pev
3252,type,-21.7673194,-48.1445326,comercio
3253,"Associação de Reciclagem de Paranapanema",-23.4253442,-48.7556832,cooperativa
3254,"Sucatas Gaúcho",-24.5509539,-52.9932322,comercio
3255,type,-23.9511119,-46.4016493,comercio
3256,"Cooperativa dos Catadores de Material Reciclável de São Bento do Sul",-26.2474804,-49.3813456,cooperativa
3257,"Cooperunião - Cooperativa de Trabalho e Produção das Pessoas Unidas de São Sebatião",-15.96529008,-47.72529602,cooperativa
3258,"Depósito de Ferro Velho Santo Antônio",-21.9883335,-49.4559522,comercio
3259,"COOCARES - Cooperativa dos Catadores de Passos",-20.723326,-46.616197,cooperativa
3260,"Cooperativa de Catadores Recicla Jequié - COOPERJE",-13.8786235,-40.1386468,cooperativa
3261,type,-25.4892067,-49.2939789,pev
3262,"Usina de Triagem de Catas Altas",-20.075011,-43.4086223,cooperativa
3263,"Sucatas Lemes",-27.6796837,-53.8057298,comercio
3264,type,-25.4588816,-49.2304434,pev
3265,type,-22.3159723,-48.9792804,comercio
3266,"Acomarp - Associação dos Coletores de Materiais Recicláveis de Paraíso",-23.30528,-52.61461,cooperativa
3267,type,-21.93158084,-47.61405945,comercio
3268,"Sucapel Reciclagem Ltda",-21.8398693,-46.5585441,comercio
3269,"Ferro Velho do Alemão",-21.416667,-46.583333,comercio
3270,"RECOOPERAR - ITABORAÍ",-22.745139,-42.9002773,cooperativa
3271,"Mari Recicláveis",-25.68137764,-53.80740411,comercio
3272,type,-16.7102023,-43.8427701,comercio
3273,"Cooreta - Cooperativa Reciclagem Tatuí",-23.3360764,-47.860952,cooperativa
3274,"ASCANOVI  - ASSOCIAÇÃO DE CATADORES DE NOVA VIDA",-19.509458,-42.630361,cooperativa
3275,type,-22.2179582,-49.6510747,comercio
3276,"Associação de Reciclagem de Itaporanga",-23.7155474,-49.4909736,cooperativa
3277,type,-23.2625024,-47.3071844,comercio
3278,"Coopgua - Cooperativa de Guariba",-21.36395468,-48.24787617,cooperativa
3279,"Multi Ambiental",-22.7276811,-45.58301568,cooperativa
3280,"Cooperativa de Coleta Seletiva Monções de Porto Feliz ",-23.2208507,-47.5293517,cooperativa
3281,"Associação Catadores de Toledo",-24.75011961,-53.80482011,cooperativa
3282,"Centro de Zoonozes",-16.7413518,-49.1424909,pev
3283,"Coopemar - Cooperativa de Reciclagem de Morro Agudo",-20.7275781,-48.0538841,cooperativa
3284,"ACR São João",-26.16372,-51.61331,cooperativa
3285,"COCAMARE - Cooperativa de Catadores de Materiais Recicláveis de Nova Esperança",-23.178452,-52.194117,cooperativa
3286,Contagem,-19.9334164,-44.0632728,pev
3287,type,-18.9316287,-48.2855348,pev
3288,"América Comércio do Materiais Reciclaveis",-21.047745,-49.6824302,comercio
3289,"Cooperagir - Triagem",-24.50693,-54.04923,cooperativa
3290,"Reciclagem Martins",-22.27522148,-48.54154587,comercio
3291,"Cootrica- Coop. de Triagem de Camaquã",-30.827971,-51.794537,cooperativa
3292,"CooperIvaí",-24.020287,-51.791807,cooperativa
3293,type,-22.7407867,-43.456922,comercio
3294,type,-25.483831,-49.352834,comercio
3295,"Reciclagem Beira Rio",-21.6728294,-49.7312778,comercio
3296,type,-23.614876,-48.0749867,comercio
3297,COOPRESL,-2.5511225,-44.3069638,cooperativa
3298,"Associação Pão Nosso - Projeto Luxo do Lixo",-21.1265707,-48.9747618,cooperativa
3299,type,-19.934809,-43.99723,pev
3300,type,-23.5584754,-46.3999118,pev
3301,type,-23.1067514,-48.9450918,comercio
3302,type,-21.1915296,-45.0624825,pev
3303,"ACREVI- Associação Comunitária Reciclando para Vida",-5.176882,-37.3542865,cooperativa
3304,"Depósito do Renner ",-18.7788884,-52.616502,comercio
3305,"Comercial Oliveira - Reciclagem em Geral",-22.423123,-46.57368,comercio
3306,type,-23.5856831,-46.7603042,pev
3307,"Rebrapet - Reciclagem Brasileira de Plásticos",-22.7004824,-43.6235394,comercio
3308,type,-22.3191801,-49.066294,comercio
3309,type,-23.2839268,-47.6592763,comercio
3310,"Reciclagem Pica Pau",-19.96560446,-48.96881104,comercio
3311,"SRM Reciclados",-24.5693,-54.0702,comercio
3312,"COCARSAL - Cooperativa dos Catadores de Resíduos Sólidos de Alegrete Ltda",-29.78736027,-55.71920156,cooperativa
3313,ASCAMB,-21.8653994,-43.3167227,cooperativa
3314,type,-25.80150371,-48.53980741,cooperativa
3315,"Central de Triagem de Materiais Reciclaveis de Chapadão do Céu Goiás",-18.4217673,-52.5528727,cooperativa
3316,"Associação de Catadores de Manoel Ribas",-24.52744717,-51.68930054,cooperativa
3317,"Reciclagem El Shaday",-22.93175695,-43.6555481,comercio
3318,"maira santos oliveira",-11.7117332,-40.1462847,pev
3319,"ASCAVAG- Associação dos Catadores de Materiais Recicláveis de Várzea Grande- ",-15.65188301,-56.19004726,cooperativa
3320,"Pruden Pet",-22.4438356,-51.6523415,comercio
3321,type,-22.8113749,-43.2277857,cooperativa
3322,type,-23.1028176,-47.2127239,pev
3323,Acomar,-27.1685775,-51.5224413,cooperativa
3324,"Recitã",-24.55144994,-52.98881497,cooperativa
3325,type,-23.323313,-51.217288,pev
3326,"Associação de Catadores de Materiais Recicláveis de Tanabi ",-20.6264186,-49.6619747,cooperativa
3327,"Cooperativa Acácia de Catadores de Coleta, Triagem e Beneficiamento de Materiais Recicláveis",-21.7614558,-48.121234,cooperativa
3328,"Associação de Reciclagem Nova Conquista",-29.73543452,-51.2003231,associacao
3329,"Cooper Ação - Coleta Seletiva - APAMA",-20.3175289,-48.3173597,cooperativa
3330,type,-23.675739,-49.828018,comercio
3331,"Coopervida Cooperativa de Trabalho de Coletores e Recicladores de Materiais Organicos e Inorganicos Nova Vida (PG)",-23.9991395,-46.4132571,cooperativa
3332,"Cooperativa dos vatadores e Catadoras de Materiais Recicláveis de Ribeirão Branco",-24.2196012,-48.7678265,cooperativa
3333,"Centro de Triagem de Maracajá",-28.847926,-49.4544485,triagem
3334,type,-15.5505129,-47.3293258,pev
3335,type,-27.0203159,-50.9244875,comercio
3336,type,-30.02033959,-51.21487141,cooperativa
3337,"Escola Paroquial Loteamento Samambaia ",-22.43729027,-43.16425323,pev
3338,type,-26.2108589,-49.4208979,comercio
3339,type,-14.0851316,-46.3764989,comercio
3340,type,-23.442348,-46.4368203,comercio
3341,"Reciclagem Toledo",-22.1430033,-48.5312504,comercio
3342,"PEV Terminal Recanto dos Bosques ",-16.60364344,-49.31372166,pev
3343,"Associação de Catadores de Materiais Recicláveis de Mineiros do Tietê",-22.41065559,-48.44760418,cooperativa
3344,"Reciclagem do Povo",-3.7398983,-38.5226833,comercio
3345,"Cooper Cidade de Deus",-22.95479732,-43.35668564,cooperativa
3346,"Cooperativa de Tapes",-30.6796017,-51.4082072,cooperativa
3347,type,-21.2545899,-48.4940487,comercio
3348,"Coleta Comércio de Aparas de Papéis Ltda.",-19.955871,-44.025866,comercio
3349,"Associação - Grupo de Catadores do Lixão",-18.52909612,-54.75036621,associacao
3350,"Ferro Velho do Sorvete",-25.497627,-50.653226,comercio
3351,type,-23.6864134,-46.7706796,comercio
3352,"ASSOCIRECICLE - Associação dos Recicladores de Belo Horizonte",-19.918336,-43.947928,cooperativa
3353,"CST COLETA SELETIVA E TRANSPORTES LTDA  ME",-19.737182,-47.980596,comercio
3354,"AAJ - Associação dos Agentes de Jesuítas",-24.381631,-53.3858974,cooperativa
3355,type,-23.0002308,-43.334424,pev
3356,"ASCAMARTI - Associação dos Catadores de Tibagi",-24.50761187,-50.44029236,cooperativa
3357,type,-22.2453204,-49.9209038,comercio
3358,"Reciclagem do Paulo",-21.7094165,-51.0167559,comercio
3359,"Supermercado Belem",-26.0882292,-49.7834588,pev
3360,type,-22.1204792,-51.4188039,comercio
3361,type,-16.6381039,-49.38873768,comercio
3362,type,-12.9380757,-38.4220023,pev
3363,type,-21.0178775,-47.7579295,comercio
3364,"MRB Materiais Recicláveis Bahia LTDA",-12.8971465,-38.333381,comercio
3365,"Usina de Reciclagem VMA",-23.41505243,-49.75811005,comercio
3366,"Nova Iguaçu",-22.7552308,-43.462309,pev
3367,"ACRESEA - Associação Caraubense de Reciclagem, Serviços e Educação Ambiental",-5.7959071,-37.5530664,cooperativa
3368,type,-30.07050527,-51.17384434,cooperativa
3369,"Reciclagem Girio - João Aramis dos Santos Girio",-20.5592171,-48.5688621,comercio
3370,type,-31.7548714,-52.3526025,cooperativa
3371,"Coopermax - Coop. Prest. Serv. Prod. Materiais Reciclavel",-22.0002144,-46.8084762,cooperativa
3372,"MC Comércio de Sucatas",-30.0193467,-50.153337,comercio
3373,"Coleta Verde",-20.2560728,-47.4766988,comercio
3374,"Carrefour Lago Sul",-15.83609431,-47.83433318,pev
3375,"HATUA - Coleta Seletiva",-22.9076864,-49.6175647,cooperativa
3376,IvolPlast,-25.4502954,-54.4203819,comercio
3377,type,-21.2421488,-44.986433,pev
3378,type,-16.6660003,-49.2393164,pev
3379,"Cooperita - Coop. de Reciclagem de Itapetininga",-23.5944793,-48.0539033,cooperativa
3380,"PEV - BIG SUPERMERCADO",-27.0985763,-48.9177999,pev
3381,"Grupo RAV - Reciclagem Ambiente Verde - Barracão Reciclagem de Lixo Seletivo",-22.1399759,-47.4522793,cooperativa
3382,Nascipel,-22.9511814,-46.5405595,comercio
3383,"Usina de Reciclagem de Chapadão do Sul ",-18.7788884,-52.616502,cooperativa
3384,"PEV - MAXXI R.GRANDE-PARQUE",-32.0540612,-52.1253226,pev
3385,"Ferro Velho Mirante",-22.2886137,-51.9057945,comercio
3386,"Usina de Bom Jardim",-22.1520063,-42.4218856,cooperativa
3387,"Tato Reciclagem",-20.69176374,-48.41262817,comercio
3388,"Usina de Reciclagem de Fartura",-23.4248449,-49.4550459,comercio
3389,"Sucatas de Papel Dalmolin",-26.9992723,-48.652668,comercio
3390,"Reciclagem do Helio",-15.7379933,-48.2952361,comercio
3391,type,-16.744112,-43.8656076,comercio
3392,type,-23.661392,-46.5728532,pev
3393,"UTC Teixeiras - Biokratos Soluções Ambientais",-20.6517108,-42.8565957,cooperativa
3394,"Recicla RS",-28.60978952,-51.80195332,comercio
3395,"Cooperagir - Escritório",-24.5573984,-54.0607016,cooperativa
3396,"Gêmeos Reciclagem ",-18.16418188,-47.97791719,comercio
3397,"Sucatas Martins",-21.8693941,-47.4849341,comercio
3398,"Terra Ambiental de Miraí Ltda",-21.1957827,-42.6141434,comercio
3399,"Usina de Triagem e Compostagem de Lixo de Carbonita",-17.4589957,-43.5827292,cooperativa
3400,type,-22.80640886,-43.06368113,pev
3401,"Comércio de Sucatas Soledade Ltda",-28.8244522,-52.4853083,comercio
3402,COCAP,-23.55327521,-51.47689847,cooperativa
3403,"Associação de Catadores de Castro",-24.76397879,-50.00770569,cooperativa
3404,type,-22.8313597,-42.0958753,comercio
3405,"Grupamento de Catadores do Lixao de São Miguel do Passa 4",-17.0570192,-48.6573255,cooperativa
3406,type,-15.7477423,-47.9228111,pev
3407,type,-16.65972,-49.3633891,comercio
3408,"Reciclagem Jubileu",-25.199029,-50.97977,comercio
3409,type,-27.1005747,-52.5917096,comercio
3410,RBF,-20.1189355,-44.8436165,comercio
3411,type,-29.7724653,-51.1681795,comercio
3412,"UTC - Usina de Triagem e Compostagem de Campestre",-21.416667,-46.583333,cooperativa
3413,"Cooperativa Multi-Trabalhos Colibri",-27.259712,-52.020885,cooperativa
3414,type,-21.784345,-46.607638,cooperativa
3415,"Ecoampla - Reciclar Reciclagem Araruama Ltda.",-22.8541765,-42.3183339,pev
